id,age,monthly_income,collateral_value,loan_amount,city,state,collateral_debt,verified_restriction,dishonored_checks,expired_debts,banking_debts,commercial_debts,protests,informed_restriction,monthly_payment,informed_purpose,auto_brand,auto_model,auto_year,pre_approved,form_completed,sent_to_analysis,channel,zip_code,landing_page,landing_page_product,gender,education_level
162761,33.0,5000.0,20000.0,10000.0,turvo,SC,0.0,0.0,0,0,0,0,0,0.0,666.67,saldar dividas,Citroën,C3 Exclusive 1.4 Flex 8V 5p,2008.0,1.0,0.0,1.0,direct,8893XXXX,/emprestimos/para-empresas,HomeRefinancing,female,Superior Completo
162759,39.0,6200.0,20000.0,5000.0,Extrema,MG,0.0,0.0,0,0,0,0,0,0.0,541.67,pagamentos diversos,Ford,Fiesta 1.6 16V Flex Aut. 5p,2013.0,1.0,0.0,1.0,search,3764XXXX,/emprestimos/solicitar,PersonalLoan,female,Superior Completo
162757,36.0,9500.0,55000.0,45000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,1875.0,Cobrir cheque especial ,GM - Chevrolet,CAPTIVA SPORT FWD 2.4 16V 171/185cv,2012.0,1.0,1.0,1.0,search,5089XXXX,/,HomePage,female,Superior Completo
162754,26.0,2000.0,17000.0,13677.0,Guarulhos,SP,500.0,1.0,0,0,0,1,0,1.0,464.0,Investir em negócio ,Ford,Fiesta Personnalité 1.0 8V 66cv 5p,2007.0,1.0,0.0,1.0,search,7241XXXX,/emprestimo/garantia-veiculo,AutoRefinancing,Unknown,Ensino Médio Completo
162638,26.0,1400.0,17000.0,6000.0,Paulínia,SP,0.0,0.0,0,0,0,0,0,0.0,194.12,Casamento,Ford,KA 1.0 8V/1.0 8V ST Flex 3p,2011.0,1.0,0.0,0.0,search,1314XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Completo
162637,19.0,1280.0,38261.0,6000.0,Londrina,PR,4000.0,0.0,0,0,0,0,0,0.0,, ,Honda,Accord Sedã LX 2.0 16V 150cv/ 156cv Aut.,2008.0,1.0,0.0,0.0,affiliates,8608XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Unknown
162633,41.0,3000.0,21000.0,10000.0,Aracaju,SE,0.0,1.0,0,0,0,1,0,0.0,559.13,PAGAR DIVIDAS E CAPITAL DE GIRO,Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,2013.0,1.0,0.0,0.0,direct,4907XXXX,/,HomePage,female,Unknown
162632,23.0,1950.0,15000.0,5000.0,São Paulo,SP,4000.0,0.0,0,0,0,0,0,0.0,279.56,pagar dividas com valores altos,Fiat,Palio Celebration 1.0 Fire Flex 8V 2p,2008.0,1.0,1.0,0.0,search,8230XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162628,37.0,3000.0,30000.0,5000.0,Caucaia,CE,0.0,0.0,0,0,0,0,0,0.0,161.77,pagar as contas,Honda,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Mec.,2009.0,1.0,0.0,1.0,search,6160XXXX,/emprestimos/solicitar,PersonalLoan,female,Superior Completo
162625,72.0,3000.0,35000.0,8000.0,Vitória,ES,0.0,0.0,0,0,0,0,0,0.0,779.9,pagar cartão de credito,Citroën,AIRCROSS GL 1.6 Flex 16V 5p Mec.,2011.0,1.0,0.0,1.0,search,2909XXXX,/emprestimos/solicitar,PersonalLoan,male,Unknown
162621,47.0,5500.0,17000.0,10000.0,Curitiba,PR,0.0,0.0,0,0,0,0,0,1.0,416.67,Refinanciar e pagar dividas,Renault,LOGAN Authentique Hi-Flex 1.0 16V 4p,2008.0,1.0,0.0,1.0,display,8231XXXX,/emprestimos/solicitar,PersonalLoan,female,Superior Completo
162618,25.0,6614.0,,22000.0,Brasília,DF,0.0,0.0,0,0,0,0,0,0.0,, ,Fiat,Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2013.0,1.0,0.0,0.0,affiliates,7190XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Superior Completo
162617,38.0,5000.0,37300.0,27000.0,Petrópolis,RJ,0.0,0.0,0,0,0,0,0,0.0,1185.0,Unknown,Ford,Focus 1.6 S/SE/SE Plus Flex 8V/16V  5p,2013.0,1.0,0.0,0.0,search,2566XXXX,/emprestimo/garantia-veiculo,AutoRefinancing,Unknown,Ensino Médio Completo
162614,23.0,2500.0,17849.0,5000.0,Magé,RJ,0.0,0.0,0,0,0,0,0,0.0,, ,Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,2007.0,1.0,0.0,0.0,affiliates,2593XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Unknown
162606,32.0,2000.0,11000.0,5000.0,Suzano,SP,0.0,0.0,0,0,0,0,0,1.0,333.33,Pagar dívidas e fazer um investimento ,Fiat,Palio Weekend ELX 1.3 mpi  Fire 16V,2000.0,1.0,0.0,0.0,display,8653XXXX,/emprestimos/para-empresas,HomeRefinancing,male,Unknown
162605,22.0,1100.0,15000.0,5000.0,Anápolis,GO,0.0,0.0,0,0,0,0,0,0.0,212.26,Pagamento parcial formatura graduação/ pagamento de dívidas,GM - Chevrolet,Celta Spirit 1.0 MPFI 8V FlexPower 3p,2008.0,1.0,0.0,1.0,Unknown,7508XXXX,Unknown,Unknown,male,Ensino Médio Completo
162604,35.0,1500.0,12000.0,10000.0,Brasília,DF,3000.0,0.0,0,0,0,0,0,0.0,416.67,emvestir no comercio,Renault,Clio RL Alizé/ Authent. 1.6 16V 110cv 5p,2005.0,1.0,0.0,0.0,search,7149XXXX,/emprestimos/solicitar,PersonalLoan,female,Unknown
162596,34.0,9000.0,32000.0,27000.0,Santo André,SP,0.0,0.0,0,0,0,0,0,0.0,972.16,comprar o veículo de um particular,Ford,Fiesta Sedan SE 1.6 16V Flex 4p,2011.0,1.0,1.0,0.0,referral,9050XXXX,/,HomePage,male,Superior Completo
162595,32.0,2800.0,21900.0,5000.0,Porto Alegre,RS,0.0,0.0,0,0,0,0,0,0.0,208.33,investimentos,GM - Chevrolet,PRISMA  Sed. Maxx/ LT 1.4 8V ECONOF. 4p,2009.0,1.0,0.0,0.0,display,9024XXXX,/emprestimos/solicitar,PersonalLoan,male,Fundamental Completo
162594,37.0,13200.0,85898.0,9000.0,Sumaré,SP,0.0,1.0,0,0,0,1,0,0.0,, ,BMW,130iA 3.0 24V 265cv 5p,2011.0,1.0,0.0,0.0,affiliates,1317XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Superior Completo
162586,36.0,15000.0,21265.0,35000.0,João Monlevade,MG,0.0,0.0,0,0,0,0,0,0.0,, ,JAC,J3 1.4 16V 5p Mec.,2011.0,1.0,0.0,0.0,affiliates,3593XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Ensino Médio Completo
162584,58.0,4200.0,28000.0,5000.0,Belo Horizonte,MG,0.0,0.0,0,0,0,0,0,1.0,161.77,para ajudar um parente,Fiat,Palio 1.0 Celebr. ECONOMY F.Flex 8V 2p,2010.0,1.0,1.0,0.0,search,3117XXXX,/emprestimos/solicitar,PersonalLoan,female,Unknown
162576,47.0,2200.0,27000.0,12000.0,Jaboticabal,SP,0.0,0.0,0,0,0,0,0,0.0,633.33,Investimento ,GM - Chevrolet,AGILE LTZ 1.4 MPFI 8V FlexPower 5p,2011.0,1.0,0.0,0.0,remarketing,1488XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
162575,45.0,5000.0,43000.0,8000.0,Cariacica,ES,0.0,1.0,0,0,0,1,0,0.0,866.67,Diversos ,Citroën,AIRCROSS GLX 1.6 Flex 16V 5p Aut.,2012.0,1.0,0.0,0.0,affiliates,2914XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Incompleto
162571,47.0,3000.0,13000.0,11000.0,Rio de Janeiro,RJ,0.0,0.0,0,0,0,0,0,0.0,615.04,Finalizar franquia hamburgueria,GM - Chevrolet,Celta Super 1.0 MPFI 8V FlexPower 3p,2008.0,1.0,0.0,1.0,search,2172XXXX,/emprestimos/solicitar,PersonalLoan,male,Unknown
162564,50.0,3500.0,15500.0,13950.0,Barueri,SP,0.0,0.0,0,0,0,0,0,1.0,581.25,pagar divida,VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 3p,2004.0,1.0,0.0,0.0,remarketing,6413XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
162563,49.0,5000.0,32000.0,28800.0,Santa Isabel,SP,0.0,0.0,0,0,0,0,0,0.0,1200.0,Para implantes dentários e reforma na casa,GM - Chevrolet,Zafira Eleg.2.0 MPFI FlexPower 8V 5p Aut,2009.0,1.0,0.0,1.0,search,7500XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Unknown
162559,36.0,3500.0,16000.0,13000.0,Osasco,SP,0.0,0.0,0,0,0,0,0,0.0,551.87,Reforma casa ,Peugeot,206 Presence 1.4/ 1.4 Flex 8V 5p,2007.0,1.0,0.0,0.0,remarketing,6288XXXX,/emprestimos/solicitar,PersonalLoan,male,Superior Completo
162557,56.0,5000.0,25000.0,6000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,650.0,Pagar dividas,VW - VolksWagen,VOYAGE 1.0 Mi Total Flex 8V 4p,2011.0,1.0,0.0,0.0,display,3110XXXX,/emprestimos/solicitar,PersonalLoan,male,Superior Completo
162555,28.0,1790.0,14000.0,10000.0,Crato,CE,300.0,1.0,0,0,0,1,0,1.0,323.53,Para investimento,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 4p,2010.0,1.0,0.0,0.0,remarketing,6310XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162549,28.0,4000.0,15912.0,13000.0,Mairiporã,SP,0.0,1.0,0,0,0,0,0,0.0,, ,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,2008.0,1.0,0.0,0.0,affiliates,7600XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Ensino Médio Completo
162547,42.0,5000.0,25000.0,22500.0,Conceição da Barra,ES,0.0,0.0,0,0,0,0,0,0.0,1500.0,quitar dívidas com impostos da minha clínica,Fiat,LINEA 1.9/ HLX 1.9/1.8 Flex  Dualogic 4p,2010.0,1.0,1.0,1.0,direct,2996XXXX,/,HomePage,male,Superior Completo
162545,30.0,1800.0,10000.0,6000.0,Queimadas,PB,0.0,0.0,0,0,0,0,0,1.0,250.0,Gastos diversos ,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 4p,2008.0,1.0,0.0,0.0,seo,5847XXXX,/,HomePage,male,Ensino Médio Completo
162543,36.0,9000.0,116000.0,50000.0,Natal,RN,0.0,0.0,0,0,0,0,0,0.0,1617.67,investimento em um novo negocio,Toyota,Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,2014.0,1.0,0.0,0.0,search,5906XXXX,/,HomePage,female,Superior Completo
162538,55.0,4800.0,21000.0,5000.0,Lages,SC,0.0,0.0,0,0,0,0,0,0.0,208.33,Quitar divida,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 4p,2010.0,1.0,0.0,0.0,display,8850XXXX,/emprestimos/solicitar,PersonalLoan,male,Fundamental Incompleto
162531,33.0,2900.0,17000.0,15000.0,Campinas,SP,0.0,0.0,0,0,0,0,0,0.0,791.67,Acertar dívidas ,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 3p,2010.0,1.0,0.0,0.0,search,1306XXXX,/emprestimos/solicitar,PersonalLoan,female,Superior Completo
162529,32.0,9000.0,28000.0,25200.0,São Caetano do Sul,SP,0.0,0.0,0,0,0,0,0,0.0,1050.0,Reforma apartamento.,Renault,SANDERO Expression Hi-Flex 1.0 16V 5p,2014.0,1.0,0.0,0.0,remarketing,9540XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Unknown
162522,39.0,1400.0,16000.0,5000.0,Amparo,SP,0.0,0.0,0,0,0,0,0,1.0,208.33,Para limpar meu nome,GM - Chevrolet,Corsa Sed Class.Life 1.0/1.0 FlexPower,2007.0,1.0,0.0,1.0,display,1390XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Completo
162513,27.0,1650.0,16000.0,5000.0,Cachoeirinha,RS,0.0,0.0,0,0,0,0,0,0.0,333.33,Reforma ,GM - Chevrolet,Celta Spirit 1.0 MPFI 8V FlexPower 3p,2010.0,1.0,0.0,0.0,search,9494XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Completo
162511,31.0,6500.0,22315.0,10000.0,Juiz de Fora,MG,0.0,0.0,0,0,0,0,0,0.0,, ,Ford,Fiesta Sed. 1.6 8V Flex 4p,2010.0,1.0,0.0,0.0,affiliates,3603XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Superior Incompleto
162510,38.0,1318.0,6000.0,5000.0,Lagarto,SE,0.0,0.0,0,0,0,0,0,0.0,279.56,Para investir,Honda,Accord Sedã EX 3.5 V6 24V,2009.0,1.0,0.0,0.0,display,4940XXXX,/emprestimos/solicitar,PersonalLoan,male,Fundamental Completo
162505,27.0,1700.0,18000.0,5000.0,Medianeira pr ,PR,1260.0,0.0,0,0,0,0,0,1.0,158.33,Pagar contas atrasada,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2012.0,1.0,0.0,0.0,search,8588XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162497,33.0,7000.0,24000.0,5000.0,Brasília de Minas,MG,0.0,0.0,0,0,0,0,0,0.0,541.67,despesas,Fiat,Siena ELX 1.0 mpi Fire/Fire Flex 8V 4p,2009.0,1.0,0.0,0.0,search,3933XXXX,/blog/artigos/cartoes/cartao-de-credito-sem-consulta-ao-spc-e-serasa,Unknown,female,Superior Completo
162496,38.0,2640.0,15989.0,10000.0,Bambuí,MG,0.0,0.0,0,0,0,0,0,0.0,676.05,others,GM - Chevrolet,Vectra GLS/Expres.2.2/ 2.0 e 2.0 CD 8V,2001.0,1.0,1.0,0.0,remarketing,3890XXXX,/emprestimos/solicitar,PersonalLoan,Unknown,Fundamental Incompleto
162495,23.0,3000.0,35000.0,5000.0,Guarulhos,SP,0.0,0.0,0,0,0,0,0,0.0,541.67,Unknown,Fiat,Idea ESSENCE 1.6 Flex 16V 5p,2012.0,1.0,0.0,0.0,remarketing,7161XXXX,/,HomePage,male,Ensino Médio Completo
162489,24.0,45000.0,70000.0,63000.0,Nova Friburgo,RJ,0.0,0.0,0,0,0,0,0,0.0,2625.0,para investir na minha empresa e ajudar no tratamento de saude de minha mãe,Ford,EcoSport FREESTYLE 1.6 16V Flex 5p,2015.0,1.0,1.0,0.0,search,2861XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Ensino Médio Completo
162488,18.0,1500.0,20000.0,5000.0,Rio de Janeiro,RJ,3000.0,0.0,0,0,0,0,0,0.0,279.56,paga dividas,Fiat,Doblo  Cargo 1.4 mpi Fire Flex 8V 3p,2010.0,1.0,0.0,0.0,search,2185XXXX,/emprestimos/solicitar,PersonalLoan,female,Fundamental Incompleto
162487,42.0,1709.0,24000.0,8000.0,Paulista,PE,0.0,1.0,0,0,0,1,0,0.0,258.83,compra uma moto ,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2011.0,1.0,1.0,0.0,display,5344XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162485,45.0,2638.0,23000.0,10000.0,Mauá,SP,0.0,0.0,0,0,0,0,0,1.0,527.78,Quitação de dividas,Fiat,UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p,2013.0,1.0,0.0,0.0,search,9390XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162480,41.0,2500.0,26500.0,10000.0,São José dos Pinhais,PR,0.0,0.0,0,0,0,0,0,0.0,323.53,pagar contas,GM - Chevrolet,Meriva Prem.EASYTRONIC 1.8 FlexPower 5p,2011.0,1.0,0.0,1.0,search,8306XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162475,31.0,2500.0,20000.0,10000.0,Santarém,PA,0.0,0.0,0,0,0,0,0,0.0,416.67,Refinanciamento de dividas,GM - Chevrolet,Celta Life/ LS 1.0 MPFI 8V FlexPower 5p,2011.0,1.0,0.0,0.0,search,6802XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Completo
162472,46.0,7500.0,14000.0,7000.0,Osasco,SP,0.0,0.0,0,0,0,0,0,0.0,226.47,Comprar outro veiculo,Renault,Scénic RXE/ Privilège 2.0 16V 5p Mec.,2002.0,1.0,0.0,0.0,search,6140XXXX,/emprestimos/solicitar,PersonalLoan,male,Fundamental Completo
162462,34.0,5000.0,20000.0,15000.0,São José dos Campos,SP,0.0,0.0,0,0,0,0,0,0.0,658.0,Unknown,Fiat,Stilo 1.8/ 1.8 Connect Flex 8V 5p,2006.0,1.0,0.0,0.0,search,1224XXXX,/emprestimo/garantia-veiculo,AutoRefinancing,Unknown,Ensino Médio Completo
162461,34.0,6600.0,18000.0,16200.0,Santo André,SP,0.0,0.0,0,0,0,0,0,1.0,855.0,Motivo de saúde,GM - Chevrolet,Classic/ Classic LS 1.0 VHC FlexPower 4p,2010.0,1.0,1.0,0.0,search,9070XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Superior Completo
162456,53.0,11000.0,46000.0,41400.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,1339.43,comprar casa,GM - Chevrolet,COBALT LTZ 1.4 8V FlexPower 4p,2015.0,1.0,0.0,0.0,search,2226XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162454,49.0,2900.0,22000.0,5000.0,Varginha,MG,1200.0,1.0,0,0,0,1,0,1.0,161.77,para pagar esta divida e documento do crro,Fiat,Uno Mille WAY ECONOMY 1.0 F.Flex 2p,2013.0,1.0,0.0,0.0,search,3701XXXX,/emprestimos/solicitar,PersonalLoan,male,Fundamental Completo
162453,26.0,2000.0,7000.0,5000.0,Ouricuri,PE,0.0,0.0,0,0,0,0,0,0.0,229.17,Micro empresa,Honda,Accord Sedã EX 2.4/ 2.3/ 2.2 16V,2013.0,1.0,0.0,0.0,search,5620XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162448,27.0,4013.0,18935.0,19500.0,Carapicuíba,SP,0.0,0.0,0,0,0,0,0,0.0,, ,Peugeot,307 Soleil/ Presence 1.6/1.6 Flex 16V 5p,2006.0,1.0,0.0,0.0,affiliates,6333XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Superior Completo
162447,18.0,1900.0,15000.0,7500.0,Gurupi,TO,0.0,0.0,0,0,0,0,0,0.0,312.5,Para comprar outro veículo,Fiat,Strada 1.4 mpi Fire Flex 8V CS,2006.0,1.0,0.0,0.0,search,7743XXXX,/financiamentos/veiculo/solicitar,AutoFin,male,Unknown
162445,33.0,2500.0,40000.0,15000.0,João Pessoa,PB,0.0,0.0,0,0,0,0,0,0.0,540.09,Investir na minha empresa - Clínica de saúde (Nutrição),Renault,LOGAN Dynamique Hi-Flex 1.6 8V 4p,2015.0,1.0,1.0,1.0,search,5805XXXX,/emprestimos/solicitar,PersonalLoan,female,Superior Completo
162437,49.0,2222.0,16000.0,14000.0,Barrinha,SP,0.0,0.0,0,0,0,0,0,0.0,583.33,saldar dividas,Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,2005.0,1.0,0.0,0.0,search,1486XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162431,25.0,1500.0,20000.0,7000.0,Santana do Livramento,RS,0.0,0.0,0,0,0,0,0,0.0,226.47,DIVERSOS,Renault,Megane Sedan Dynamique 2.0 16V Mec.,2007.0,1.0,1.0,0.0,search,9757XXXX,/,HomePage,female,Superior Completo
162430,35.0,4700.0,33194.0,10000.0,Belo Horizonte,MG,0.0,0.0,0,0,0,0,0,0.0,, ,Fiat,Palio SPORTING Dualogic 1.6 Flex 16V 5p,2012.0,1.0,0.0,0.0,affiliates,3136XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Ensino Médio Completo
162426,47.0,30000.0,36000.0,32400.0,Belo Horizonte,MG,0.0,0.0,0,0,0,0,0,0.0,1350.0,particular,Fiat,500 Cult 1.4 Flex 8V EVO Dualogic,2013.0,1.0,0.0,0.0,seo,3021XXXX,/blog/artigos/emprestimos/refinanciamento-de-veiculos-itau,Unknown,male,Superior Completo
162422,44.0,1300.0,17000.0,8890.0,Sorocaba,SP,0.0,0.0,0,0,0,0,0,0.0,302.0,reforma,GM - Chevrolet,Celta Spirit/ LT 1.0 MPFI 8V FlexP. 5p,2008.0,1.0,0.0,0.0,search,1805XXXX,/emprestimo/garantia-veiculo,AutoRefinancing,Unknown,Superior Completo
162421,31.0,3500.0,24894.0,10000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,, ,GM - Chevrolet,AGILE LTZ 1.4 MPFI 8V FlexPower 5p,2010.0,1.0,0.0,0.0,affiliates,4211XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Unknown
162420,21.0,1600.0,28754.0,5000.0,Vitória de Santo Antão,PE,0.0,0.0,0,0,0,0,0,0.0,, ,VW - VolksWagen,Saveiro CROSS 1.6 Mi Total Flex 8V CE,2010.0,1.0,0.0,1.0,affiliates,5560XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Ensino Médio Completo
162418,48.0,6000.0,35000.0,22000.0,Campo Florido,MG,0.0,0.0,0,0,0,0,0,0.0,1008.33,para comprar um veiculo,Hyundai,Tucson 2.0 16V Aut.,2008.0,1.0,0.0,0.0,seo,3813XXXX,/,HomePage,female,Ensino Médio Completo
162416,38.0,20000.0,46397.0,41757.3,Vitória,ES,0.0,0.0,0,0,0,0,0,0.0,2783.82,Quitar um pagamento com custo financeiro elevado ,Renault,FLUENCE Sedan Privilège 2.0 16V FLEX Aut,2013.0,1.0,0.0,0.0,affiliates,2905XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Superior Completo
162415,34.0,3058.0,17500.0,5000.0,Jaraguá do Sul,SC,3500.0,0.0,0,0,0,0,0,0.0,487.44,Colocar algumas dividas em dia.,VW - VolksWagen,Gol 1.6 Mi Power Total Flex 8V 4p,2005.0,1.0,1.0,0.0,seo,8925XXXX,/emprestimos/solicitar,PersonalLoan,male,Fundamental Completo
162410,33.0,8000.0,55565.0,5000.0,Rio de Janeiro,RJ,0.0,0.0,0,0,0,0,0,0.0,, ,Fiat,Strada Adv.1.8 16V Dualogic Flex CD,2015.0,1.0,0.0,0.0,affiliates,2262XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Superior Completo
162409,27.0,2500.0,30000.0,5000.0,Clementina,SP,0.0,0.0,0,0,0,0,0,0.0,208.33,Quitar dividas diversas,Toyota,Corolla XEi 1.8/1.8 Flex 16V Mec.,2008.0,1.0,0.0,0.0,search,1625XXXX,/emprestimos/solicitar,PersonalLoan,male,Unknown
162408,38.0,10000.0,40000.0,36000.0,Salvador,BA,2928.0,1.0,0,0,0,1,0,0.0,2012.86,para investir na empresa,Peugeot,208 Allure 1.5 Flex 8V 5p,2014.0,1.0,1.0,0.0,affiliates,4124XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,female,Ensino Médio Completo
162400,30.0,3888.0,7000.0,6300.0,Osasco,SP,0.0,0.0,0,0,0,0,0,0.0,262.5,para contrucao,GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1995.0,1.0,1.0,0.0,remarketing,6273XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Ensino Médio Completo
162397,24.0,2500.0,16000.0,8000.0,São Paulo,SP,0.0,0.0,0,0,0,0,0,0.0,333.33,Para pagar um cartão da minha mãe q eu usei,GM - Chevrolet,Vectra CD 2.2 16V / 2.0 16V Mec./Aut.,1997.0,1.0,0.0,0.0,display,4416XXXX,/emprestimos/solicitar,PersonalLoan,female,Ensino Médio Completo
162394,22.0,9000.0,30000.0,20000.0,Canoas,RS,2000.0,0.0,0,0,0,0,0,0.0,2166.67,Abrir negócio.,Nissan,MARCH 1.0 16V Flex Fuel 5p,2014.0,1.0,0.0,0.0,search,9201XXXX,/,HomePage,female,Unknown
162389,22.0,2100.0,89161.0,5000.0,Teresina,PI,0.0,0.0,0,0,0,0,0,0.0,, ,Honda,Accord Sedã EX 2.4/ 2.3/ 2.2 16V,2013.0,1.0,0.0,0.0,affiliates,6401XXXX,/emprestimos/garantia-veiculo/guia-bolso,Unknown,Unknown,Unknown
162383,69.0,6000.0,40000.0,18000.0,São José do Rio Preto,SP,0.0,0.0,0,0,0,0,0,0.0,750.0,Pagar contas,GM - Chevrolet,Meriva Expres.EASYTRONIC 1.8 FlexPower,2012.0,1.0,0.0,0.0,display,1505XXXX,/emprestimos/solicitar,PersonalLoan,female,Unknown
162382,18.0,2300.0,22000.0,5000.0,São Paulo ,SP,0.0,0.0,0,0,0,0,0,0.0,208.33,Para investir.,VW - VolksWagen,Gol GT/GTS 1.8,1987.0,1.0,0.0,0.0,search,4812XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Incompleto
162381,57.0,2024.0,15000.0,13500.0,Goiânia,GO,0.0,0.0,0,0,0,0,0,0.0,562.5,quitar dívidas ,Fiat,Siena 1.0/ EX 1.0 mpi Fire/ Fire Flex 8v,2005.0,1.0,0.0,1.0,display,7448XXXX,/emprestimos/solicitar,PersonalLoan,female,Superior Completo
162375,38.0,5000.0,27000.0,18000.0,Rio de Janeiro,RJ,0.0,1.0,0,0,0,1,0,0.0,825.0,PAGAMENTO DE CHEQUE ESPECIAL,VW - VolksWagen,Fox PRIME/Higli. 1.6 Total Flex 8V 5p,2010.0,1.0,0.0,0.0,seo,2308XXXX,/blog/artigos/emprestimos/refinanciamento-de-veiculos-itau,Unknown,male,Ensino Médio Completo
162368,39.0,12000.0,45000.0,22000.0,Porto Alegre,RS,0.0,0.0,0,0,0,0,0,0.0,1466.67,quitar dividas,Peugeot,308 Allure 2.0 Flex 16V 5p Mec.,2014.0,1.0,0.0,1.0,search,9105XXXX,/emprestimos/garantia-veiculo/solicitar,Unknown,male,Superior Incompleto
162362,31.0,2000.0,38000.0,5000.0,Rio de Janeiro,RJ,0.0,0.0,0,0,0,0,0,0.0,208.33,reforma da casa,JAC,J5 Sedan 1.5 16V 4p Mec.,2012.0,1.0,1.0,0.0,direct,2273XXXX,/,HomePage,female,Ensino Médio Completo
162359,27.0,1500.0,16000.0,5050.0,Guarujá,SP,0.0,0.0,0,0,0,0,0,0.0,231.46,Colocar dívida em dia,Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,2011.0,1.0,0.0,1.0,search,1143XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162358,59.0,6500.0,33800.0,5000.0,curitiba,PR,0.0,0.0,0,0,0,0,0,0.0,541.67,reformar outro veiculo,VW - VolksWagen,New Beetle 2.0 Mi Mec./Aut.,2007.0,1.0,1.0,0.0,display,8044XXXX,/emprestimos/solicitar,PersonalLoan,male,Ensino Médio Completo
162356,29.0,4200.0,62000.0,15000.0,Boituva,SP,0.0,0.0,0,0,0,0,0,0.0,1000.0,para finalizar construçaõ ,GM - Chevrolet,Omega CD/ FITTIPALDI 3.6 V6 24V 4p,2011.0,1.0,0.0,0.0,search,1855XXXX,/,HomePage,male,Unknown
